pool_name,query_jid,query_formula,candidate_jid,formula,reduced_formula,material_type,dataset_kind,chemical_system,composition_family,material_family,formula_family,prototype_family,structure_variant,family_confidence,same_formula_family,same_prototype_family,same_structure_variant,elements,element_overlap_count,element_overlap_fraction_query,same_chemical_system,same_composition_family,same_material_family,spacegroup_number,spacegroup_symbol,crystal_system_code,symmetry_match,symmetry_distance,formation_energy,formation_energy_peratom,energy_above_hull,known_synthesized,stability_label,selection_reason,selection_score,rank_in_pool,missing_fields
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-121699,MnP3O9,Mn(PO3)3,bulk,dft_3d,Mn-O-P,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;P,2,0.5,False,True,True,9,,2,False,1.0,-2.06043,-2.06043,0.0,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.25,11,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-108829,LiV2O4,LiV2O4,bulk,dft_3d,Li-O-V,oxide,oxide,AB2O4,spinel_like,distorted_spinel_derivative,0.8,False,False,False,Li;O;V,2,0.5,False,True,True,10,,2,False,2.0,-2.46048,-2.46048,0.0796,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.166666666666667,12,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-105096,LiCr2O4,LiCr2O4,bulk,dft_3d,Cr-Li-O,oxide,oxide,AB2O4,spinel_like,distorted_spinel_derivative,0.8,False,False,False,Cr;Li;O,2,0.5,False,True,True,10,,2,False,2.0,-2.14508,-2.14508,0.0455,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.166666666666667,13,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-85006,NaMn2O4,NaMn2O4,bulk,dft_3d,Mn-Na-O,oxide,oxide,AB2O4,spinel_like,distorted_spinel_derivative,0.8,False,False,False,Mn;Na;O,2,0.5,False,True,True,10,,2,False,2.0,-1.8943800000000002,-1.8943800000000002,0.0,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.166666666666667,14,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-94828,NaMn2O4,NaMn2O4,bulk,dft_3d,Mn-Na-O,oxide,oxide,AB2O4,spinel_like,distorted_spinel_derivative,0.8,False,False,False,Mn;Na;O,2,0.5,False,True,True,10,,2,False,2.0,-1.89294,-1.89294,0.0014,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.166666666666667,15,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-8377,LiMn2O4,LiMn2O4,bulk,dft_3d,Li-Mn-O,oxide,oxide,AB2O4,spinel_like,distorted_battery_spinel_derivative,0.82,False,False,False,Li;Mn;O,3,0.75,False,True,True,10,,2,False,2.0,-1.9373200000000002,-1.9373200000000002,0.1056,,unknown_or_less_stable,shares elements or related family context but is not the same chemical system/variant,4.166666666666667,16,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-38749,LiTi2O4,LiTi2O4,bulk,dft_3d,Li-O-Ti,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Li;O;Ti,2,0.5,False,True,True,11,,2,False,3.0,-3.04757,-3.04757,0.0219,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.125,17,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-109819,LiVO3,LiVO3,bulk,dft_3d,Li-O-V,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Li;O;V,2,0.5,False,True,True,12,,2,False,4.0,-2.4015,-2.4015,0.0845,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,18,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-97461,MnI2O6,Mn(IO3)2,bulk,dft_3d,I-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,I;Mn;O,2,0.5,False,True,True,4,,2,False,4.0,-0.6959500000000001,-0.6959500000000001,0.11130000000000001,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,19,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-100701,LiVO3,LiVO3,bulk,dft_3d,Li-O-V,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Li;O;V,2,0.5,False,True,True,12,,2,False,4.0,-2.40795,-2.40795,0.078,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,20,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-137276,Mn2V2O7,Mn2V2O7,bulk,dft_3d,Mn-O-V,oxide,oxide,A2B2O7,pyrochlore_like,pyrochlore_like_unknown_variant,0.72,False,False,False,Mn;O;V,2,0.5,False,True,True,12,,2,False,4.0,-2.19989,-2.19989,0.0021000000000000003,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,21,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-11790,Mn2V2O7,Mn2V2O7,bulk,dft_3d,Mn-O-V,oxide,oxide,A2B2O7,pyrochlore_like,pyrochlore_like_unknown_variant,0.72,False,False,False,Mn;O;V,2,0.5,False,True,True,12,,2,False,4.0,-2.20196,-2.20196,0.0,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,22,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-85817,TiMnO3,TiMnO3,bulk,dft_3d,Mn-O-Ti,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Ti,2,0.5,False,True,True,12,,2,False,4.0,-2.42361,-2.42361,0.15130000000000002,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,23,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-12614,Co2P2O7,Co2P2O7,bulk,dft_3d,Co-O-P,oxide,oxide,A2B2O7,pyrochlore_like,pyrochlore_like_unknown_variant,0.72,False,False,False,Co;O;P,2,0.5,False,True,True,12,,2,False,4.0,-1.72085,-1.72085,0.016900000000000002,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,24,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-48661,LiFeO3,LiFeO3,bulk,dft_3d,Fe-Li-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Fe;Li;O,2,0.5,False,True,True,12,,2,False,4.0,-1.51664,-1.51664,0.0845,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,25,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-48270,LiFeO3,LiFeO3,bulk,dft_3d,Fe-Li-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Fe;Li;O,2,0.5,False,True,True,12,,2,False,4.0,-1.51469,-1.51469,0.0864,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,26,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-30229,FeCo2O6,Fe(CoO3)2,bulk,dft_3d,Co-Fe-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Co;Fe;O,2,0.5,False,True,True,12,,2,False,4.0,-1.09539,-1.09539,0.0959,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,27,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-11471,Mn2P2O7,Mn2P2O7,bulk,dft_3d,Mn-O-P,oxide,oxide,A2B2O7,pyrochlore_like,pyrochlore_like_unknown_variant,0.72,False,False,False,Mn;O;P,2,0.5,False,True,True,12,,2,False,4.0,-2.06058,-2.06058,0.0058000000000000005,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,28,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-140408,Mn2P2O7,Mn2P2O7,bulk,dft_3d,Mn-O-P,oxide,oxide,A2B2O7,pyrochlore_like,pyrochlore_like_unknown_variant,0.72,False,False,False,Mn;O;P,2,0.5,False,True,True,12,,2,False,4.0,-2.06642,-2.06642,0.0,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.1,29,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-30237,MnCo2O6,Mn(CoO3)2,bulk,dft_3d,Co-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Co;Mn;O,3,0.75,False,True,True,12,,2,False,4.0,-1.14297,-1.14297,0.18080000000000002,,unknown_or_less_stable,shares elements or related family context but is not the same chemical system/variant,4.1,30,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-112900,MnPbO3,MnPbO3,bulk,dft_3d,Mn-O-Pb,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Pb,2,0.5,False,True,True,13,,2,False,5.0,-1.5437,-1.5437,0.0608,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.083333333333333,31,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-119691,CoAgO3,CoAgO3,bulk,dft_3d,Ag-Co-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Ag;Co;O,2,0.5,False,True,True,2,,1,False,6.0,-0.71357,-0.71357,0.0253,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,32,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-87207,MnSe2O6,Mn(SeO3)2,bulk,dft_3d,Mn-O-Se,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Se,2,0.5,False,True,True,14,,2,False,6.0,-1.13327,-1.13327,0.012100000000000001,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,33,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-137598,MnCO3,MnCO3,bulk,dft_3d,C-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,C;Mn;O,2,0.5,False,True,True,14,,2,False,6.0,-1.42477,-1.42477,0.0644,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,34,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-154636,LiCO2,LiCO2,bulk,dft_3d,C-Li-O,oxide,oxide,ABC2,max_phase_like,layered_carbide_nitride_candidate,0.58,False,False,False,C;Li;O,2,0.5,False,True,True,14,,2,False,6.0,-1.74342,-1.74342,0.0251,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,35,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-96820,La2CoO4,La2CoO4,bulk,dft_3d,Co-La-O,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Co;La;O,2,0.5,False,True,True,14,,2,False,6.0,-2.86659,-2.86659,0.097,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,36,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-21003,Li2SO4,Li2SO4,bulk,dft_3d,Li-O-S,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Li;O;S,2,0.5,False,True,True,14,,2,False,6.0,-2.00925,-2.00925,0.0,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,37,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-141549,CoP3O9,Co(PO3)3,bulk,dft_3d,Co-O-P,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Co;O;P,2,0.5,False,True,True,2,,1,False,6.0,-1.85789,-1.85789,0.0041,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,38,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-146551,MnSe2O6,Mn(SeO3)2,bulk,dft_3d,Mn-O-Se,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Se,2,0.5,False,True,True,14,,2,False,6.0,-1.14534,-1.14534,0.0,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,39,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-98217,Co2P2O7,Co2P2O7,bulk,dft_3d,Co-O-P,oxide,oxide,A2B2O7,pyrochlore_like,low_symmetry_pyrochlore_related_candidate,0.72,False,False,False,Co;O;P,2,0.5,False,True,True,14,,2,False,6.0,-1.73777,-1.73777,0.0,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,40,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-57549,Co2P2O7,Co2P2O7,bulk,dft_3d,Co-O-P,oxide,oxide,A2B2O7,pyrochlore_like,pyrochlore_like_unknown_variant,0.72,False,False,False,Co;O;P,2,0.5,False,True,True,2,,1,False,6.0,-1.72086,-1.72086,0.016900000000000002,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.071428571428571,41,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-11795,LaMnO3,LaMnO3,bulk,dft_3d,La-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,La;Mn;O,2,0.5,False,True,True,15,,2,False,7.0,-2.8652800000000003,-2.8652800000000003,0.0238,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,42,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-116861,LiCr2O4,LiCr2O4,bulk,dft_3d,Cr-Li-O,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Cr;Li;O,2,0.5,False,True,True,15,,2,False,7.0,-2.15347,-2.15347,0.037200000000000004,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,43,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-116885,CdCoO3,CdCoO3,bulk,dft_3d,Cd-Co-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Cd;Co;O,2,0.5,False,True,True,15,,2,False,7.0,-1.07101,-1.07101,0.0376,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,44,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-120414,MnBiO3,MnBiO3,bulk,dft_3d,Bi-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Bi;Mn;O,2,0.5,False,True,True,15,,2,False,7.0,-1.59532,-1.59532,0.0092,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,45,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-44380,Li2Cr2O7,Li2Cr2O7,bulk,dft_3d,Cr-Li-O,oxide,oxide,A2B2O7,pyrochlore_like,pyrochlore_like_unknown_variant,0.72,False,False,False,Cr;Li;O,2,0.5,False,True,True,1,,1,False,7.0,-2.00876,-2.00876,0.0063,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,46,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-154863,MnBiO3,MnBiO3,bulk,dft_3d,Bi-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Bi;Mn;O,2,0.5,False,True,True,15,,2,False,7.0,-1.59528,-1.59528,0.0092,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,47,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-47059,ZnCoO3,ZnCoO3,bulk,dft_3d,Co-O-Zn,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Co;O;Zn,2,0.5,False,True,True,15,,2,False,7.0,-1.22766,-1.22766,0.06280000000000001,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,48,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-11659,MgMn2O4,MgMn2O4,bulk,dft_3d,Mg-Mn-O,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Mg;Mn;O,2,0.5,False,True,True,15,,2,False,7.0,-2.05551,-2.05551,0.0771,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,49,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-147475,MnSi2O6,Mn(SiO3)2,bulk,dft_3d,Mn-O-Si,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Si,2,0.5,False,True,True,15,,2,False,7.0,-2.45845,-2.45845,0.07740000000000001,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,50,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-57531,LiAsO3,LiAsO3,bulk,dft_3d,As-Li-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,As;Li;O,2,0.5,False,True,True,15,,2,False,7.0,-1.62918,-1.62918,0.0516,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,51,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-96052,CoGeO3,CoGeO3,bulk,dft_3d,Co-Ge-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Co;Ge;O,2,0.5,False,True,True,15,,2,False,7.0,-1.33397,-1.33397,0.12140000000000001,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,52,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-46283,Li2CrO4,Li2CrO4,bulk,dft_3d,Cr-Li-O,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Cr;Li;O,2,0.5,False,True,True,1,,1,False,7.0,-2.16538,-2.16538,0.026600000000000002,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,53,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-112278,MnGeO3,MnGeO3,bulk,dft_3d,Ge-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Ge;Mn;O,2,0.5,False,True,True,15,,2,False,7.0,-1.65019,-1.65019,0.033600000000000005,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,54,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-116796,MnPbO3,MnPbO3,bulk,dft_3d,Mn-O-Pb,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Pb,2,0.5,False,True,True,15,,2,False,7.0,-1.60454,-1.60454,0.0,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,55,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-91467,MnP2O6,Mn(PO3)2,bulk,dft_3d,Mn-O-P,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;P,2,0.5,False,True,True,15,,2,False,7.0,-2.08914,-2.08914,0.0,True,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,56,
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-146924,MnSb4O12,Mn(SbO3)4,bulk,dft_3d,Mn-O-Sb,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Sb,2,0.5,False,True,True,1,,1,False,7.0,-1.41099,-1.41099,0.029500000000000002,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,57,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-153088,Li2WO4,Li2WO4,bulk,dft_3d,Li-O-W,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Li;O;W,2,0.5,False,True,True,15,,2,False,7.0,-2.37337,-2.37337,0.0687,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,58,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-122296,MnBiO3,MnBiO3,bulk,dft_3d,Bi-Mn-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Bi;Mn;O,2,0.5,False,True,True,15,,2,False,7.0,-1.5955300000000001,-1.5955300000000001,0.009000000000000001,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,59,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-44658,AlCoO3,AlCoO3,bulk,dft_3d,Al-Co-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Al;Co;O,2,0.5,False,True,True,15,,2,False,7.0,-2.13957,-2.13957,0.07880000000000001,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,60,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-146606,Li2CrO4,Li2CrO4,bulk,dft_3d,Cr-Li-O,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Cr;Li;O,2,0.5,False,True,True,1,,1,False,7.0,-2.19195,-2.19195,0.0,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,61,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-152937,Li2WO4,Li2WO4,bulk,dft_3d,Li-O-W,oxide,oxide,AB2O4,spinel_like,spinel_like_unknown_variant,0.7,False,False,False,Li;O;W,2,0.5,False,True,True,15,,2,False,7.0,-2.37318,-2.37318,0.0689,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,62,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-132961,LiFeO3,LiFeO3,bulk,dft_3d,Fe-Li-O,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Fe;Li;O,2,0.5,False,True,True,15,,2,False,7.0,-1.54421,-1.54421,0.056900000000000006,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,63,known_synthesized
adjacent_family,JVASP-140218,Li7Mn2Co3O12,JVASP-44705,MnSb4O12,Mn(SbO3)4,bulk,dft_3d,Mn-O-Sb,oxide,oxide,ABO3,perovskite_like,perovskite_like_unknown_variant,0.7,False,False,False,Mn;O;Sb,2,0.5,False,True,True,1,,1,False,7.0,-1.40222,-1.40222,0.0383,,stable_or_known,shares elements or related family context but is not the same chemical system/variant,4.0625,64,known_synthesized
