pool_name,query_jid,query_formula,candidate_jid,formula,reduced_formula,material_type,dataset_kind,chemical_system,composition_family,material_family,formula_family,prototype_family,structure_variant,family_confidence,same_formula_family,same_prototype_family,same_structure_variant,elements,element_overlap_count,element_overlap_fraction_query,same_chemical_system,same_composition_family,same_material_family,spacegroup_number,spacegroup_symbol,crystal_system_code,symmetry_match,symmetry_distance,formation_energy,formation_energy_peratom,energy_above_hull,known_synthesized,stability_label,selection_reason,selection_score,rank_in_pool,missing_fields
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141226,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8577000000000001,-1.8577000000000001,0.05,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,11,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-116506,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.87195,-1.87195,0.0357,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,12,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141079,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.85877,-1.85877,0.0489,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,13,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141686,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.84087,-1.84087,0.0668,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,14,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-122014,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.86009,-1.86009,0.0476,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,15,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-140211,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.86066,-1.86066,0.047,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,16,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-140704,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8667,-1.8667,0.041,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,17,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-144534,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.82026,-1.82026,0.0874,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,18,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-147483,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.86223,-1.86223,0.0454,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,19,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-144542,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8388,-1.8388,0.0689,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,20,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-147250,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8419800000000002,-1.8419800000000002,0.06570000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,21,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-133200,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.81302,-1.81302,0.0946,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,22,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-118991,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.82356,-1.82356,0.08410000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,23,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-146146,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.83295,-1.83295,0.0747,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,24,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-111648,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.83995,-1.83995,0.06770000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,25,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-140705,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.86694,-1.86694,0.0407,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,26,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-119422,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8671600000000002,-1.8671600000000002,0.0405,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,27,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-122012,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.86921,-1.86921,0.038400000000000004,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,28,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141688,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.83992,-1.83992,0.06770000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,29,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-144541,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.86179,-1.86179,0.0459,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,30,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141225,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8666500000000001,-1.8666500000000001,0.041,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,31,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-116507,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.87054,-1.87054,0.0371,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,32,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-121807,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8675700000000002,-1.8675700000000002,0.040100000000000004,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,33,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-146326,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.80946,-1.80946,0.09820000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,17.5,34,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-139991,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,8,,2,True,0.0,-1.8009300000000001,-1.8009300000000001,0.1067,,unknown_or_less_stable,same rich family/formula/prototype/composition/chemical context,17.0,35,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-140216,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,5,,2,False,3.0,-1.8908,-1.8908,0.016900000000000002,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,36,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-132865,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,12,,2,False,4.0,-1.8823800000000002,-1.8823800000000002,0.0253,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,37,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-120423,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,1,,1,False,7.0,-1.90432,-1.90432,0.0033,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,38,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-145991,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,1,,1,False,7.0,-1.89367,-1.89367,0.014,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,39,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141922,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,1,,1,False,7.0,-1.8568900000000002,-1.8568900000000002,0.050800000000000005,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,40,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-144536,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,12,,2,False,4.0,-1.83819,-1.83819,0.0695,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,41,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-146771,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,12,,2,False,4.0,-1.83378,-1.83378,0.07390000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,42,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-145689,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,1,,1,False,7.0,-1.8923800000000002,-1.8923800000000002,0.015300000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,43,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141218,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,2,,1,False,6.0,-1.89497,-1.89497,0.012700000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,44,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-147245,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,12,,2,False,4.0,-1.8987,-1.8987,0.009000000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,45,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-112914,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,2,,1,False,6.0,-1.89677,-1.89677,0.0109,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,46,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-142148,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,1,,1,False,7.0,-1.8940000000000001,-1.8940000000000001,0.0137,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,47,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-143113,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,2,,1,False,6.0,-1.86579,-1.86579,0.0419,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,48,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-145145,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,12,,2,False,4.0,-1.8336000000000001,-1.8336000000000001,0.0741,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,49,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141222,Li4MnCo2O7,Li4MnCo2O7,bulk,dft_3d,Co-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;Li;Mn;O,4,1.0,True,True,True,1,,1,False,7.0,-1.8947100000000001,-1.8947100000000001,0.013000000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,16.75,50,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-119395,Li2Co4O7F,Li2Co4O7F,bulk,dft_3d,Co-F-Li-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;F;Li;O,3,0.75,False,True,True,8,,2,True,0.0,-1.52421,-1.52421,0.0789,,stable_or_known,same rich family/formula/prototype/composition/chemical context,13.0,51,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-142061,Li4Mn2OF7,Li4Mn2OF7,bulk,dft_3d,F-Li-Mn-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,F;Li;Mn;O,3,0.75,False,True,True,8,,2,True,0.0,-2.71406,-2.71406,0.0,,stable_or_known,same rich family/formula/prototype/composition/chemical context,13.0,52,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-141658,Li4Co2OF7,Li4Co2OF7,bulk,dft_3d,Co-F-Li-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;F;Li;O,3,0.75,False,True,True,8,,2,True,0.0,-2.47695,-2.47695,0.0526,,stable_or_known,same rich family/formula/prototype/composition/chemical context,13.0,53,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-42790,Li4Co2OF7,Li4Co2OF7,bulk,dft_3d,Co-F-Li-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;F;Li;O,3,0.75,False,True,True,8,,2,True,0.0,-2.45212,-2.45212,0.07740000000000001,,stable_or_known,same rich family/formula/prototype/composition/chemical context,13.0,54,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-42308,Li2Co4O7F,Li2Co4O7F,bulk,dft_3d,Co-F-Li-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;F;Li;O,3,0.75,False,True,True,8,,2,True,0.0,-1.50669,-1.50669,0.0965,,stable_or_known,same rich family/formula/prototype/composition/chemical context,13.0,55,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-48918,Li4V2OF7,Li4V2OF7,bulk,dft_3d,F-Li-O-V,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,F;Li;O;V,2,0.5,False,True,True,8,,2,True,0.0,-2.89757,-2.89757,0.0976,,stable_or_known,same rich family/formula/prototype/composition/chemical context,12.5,56,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-47515,Li4MnSi2O7,Li4MnSi2O7,bulk,dft_3d,Li-Mn-O-Si,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Li;Mn;O;Si,3,0.75,False,True,True,5,,2,False,3.0,-2.51788,-2.51788,0.0217,,stable_or_known,same rich family/formula/prototype/composition/chemical context,12.25,57,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-145758,Li4Co2OF7,Li4Co2OF7,bulk,dft_3d,Co-F-Li-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Co;F;Li;O,3,0.75,False,True,True,1,,1,False,7.0,-2.47639,-2.47639,0.053200000000000004,,stable_or_known,same rich family/formula/prototype/composition/chemical context,12.25,58,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-112767,Li7Si2Ni3O12,Li7Si2(NiO4)3,bulk,dft_3d,Li-Ni-O-Si,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Li;Ni;O;Si,2,0.5,False,True,True,12,,2,False,4.0,-2.05043,-2.05043,0.0459,,stable_or_known,same rich family/formula/prototype/composition/chemical context,11.75,59,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-47261,Li4Si2NiO7,Li4Si2NiO7,bulk,dft_3d,Li-Ni-O-Si,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Li;Ni;O;Si,2,0.5,False,True,True,1,,1,False,7.0,-2.38053,-2.38053,0.0534,,stable_or_known,same rich family/formula/prototype/composition/chemical context,11.75,60,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-47654,Li4FeSi2O7,Li4FeSi2O7,bulk,dft_3d,Fe-Li-O-Si,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Fe;Li;O;Si,2,0.5,False,True,True,9,,2,False,1.0,-2.45295,-2.45295,0.044700000000000004,,stable_or_known,same rich family/formula/prototype/composition/chemical context,11.75,61,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-47445,Li7Si2Ni3O12,Li7Si2(NiO4)3,bulk,dft_3d,Li-Ni-O-Si,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Li;Ni;O;Si,2,0.5,False,True,True,12,,2,False,4.0,-2.02709,-2.02709,0.0693,,stable_or_known,same rich family/formula/prototype/composition/chemical context,11.75,62,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-47371,Li4FeSi2O7,Li4FeSi2O7,bulk,dft_3d,Fe-Li-O-Si,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Fe;Li;O;Si,2,0.5,False,True,True,5,,2,False,3.0,-2.4467,-2.4467,0.051000000000000004,,stable_or_known,same rich family/formula/prototype/composition/chemical context,11.75,63,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-142605,Li4Si2NiO7,Li4Si2NiO7,bulk,dft_3d,Li-Ni-O-Si,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Li;Ni;O;Si,2,0.5,False,True,True,1,,1,False,7.0,-2.40199,-2.40199,0.031900000000000005,,stable_or_known,same rich family/formula/prototype/composition/chemical context,11.75,64,known_synthesized
same_family,JVASP-145157,Li7Mn2Co3O12,JVASP-120551,Ba2Co4BrO7,Ba2Co4BrO7,bulk,dft_3d,Ba-Br-Co-O,oxide,oxide,AB2C4D7,unknown,unknown,0.35,True,True,True,Ba;Br;Co;O,2,0.5,False,True,True,166,,5,False,158.0,-1.69285,-1.69285,0.0035,,stable_or_known,same rich family/formula/prototype/composition/chemical context,11.75,65,known_synthesized
