pool_name,metric_category,metric_name,metric_value,metric_unit,explanation,missing_fields
adjacent_family,chemistry,material_family_entropy,0.0,0-1,Normalised entropy of broad material families. Low = concentrated family; high = diverse families.,
adjacent_family,chemistry,formula_family_entropy,0.598457331845778,0-1,Normalised entropy of formula families. Low = concentrated stoichiometric family; high = diverse families.,
adjacent_family,chemistry,prototype_family_entropy,0.707961729609728,0-1,Normalised entropy of prototype families. Low = concentrated prototype context; high = diverse prototype contexts.,
adjacent_family,chemistry,structure_variant_entropy,0.7483043025576553,0-1,Normalised entropy of structure variants. Low = concentrated variant; high = variant-diverse.,
adjacent_family,metadata,material_type_count,2.0,count,Number of distinct material_type values in pool.,
adjacent_family,metadata,dataset_kind_count,2.0,count,Number of distinct dataset_kind values in pool.,
adjacent_family,metadata,mean_selection_score,3.8236715547188953,score,Average Phase 2 cheap selection score for candidates in this pool.,
adjacent_family,symmetry,same_spacegroup_rate,0.026,fraction,Fraction of candidates matching query space group (8.0).,
adjacent_family,symmetry,same_crystal_system_rate,0.418,fraction,Fraction of candidates matching query crystal system code (2.0).,
adjacent_family,symmetry,mean_symmetry_distance,75.548,absolute_difference,"Average absolute space-group distance from query, as supplied by Phase 2.",
adjacent_family,symmetry,spacegroup_entropy,0.8087872641374478,0-1,Normalised entropy of space-group distribution. High values indicate diverse symmetry.,
adjacent_family,symmetry,crystal_system_entropy,0.8222735288208813,0-1,Normalised entropy of crystal-system distribution.,
adjacent_family,stability,mean_energy_above_hull,0.0405514,eV,Average energy above hull in candidate pool. Query value is 0.0426.,
adjacent_family,stability,stable_fraction_ehull_le_0_1,0.91,fraction,Fraction of candidates with energy_above_hull <= 0.1 eV.,
adjacent_family,stability,zero_hull_fraction,0.322,fraction,Fraction of candidates exactly on the hull according to available metadata.,
adjacent_family,stability,known_synthesized_rate,1.0,fraction,Fraction of candidates marked known_synthesized=True.,
adjacent_family,stability,energy_above_hull_missing_rate,0.0,fraction,Missing-value rate for energy_above_hull.,
adjacent_family,bridge_inputs,chemical_similarity_score,0.4771666666666667,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
adjacent_family,bridge_inputs,family_similarity_score,0.4,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
adjacent_family,bridge_inputs,symmetry_similarity_score,0.22950666666666664,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
adjacent_family,bridge_inputs,structural_metadata_similarity_score,0.07650222222222221,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
adjacent_family,bridge_inputs,query_similarity_score,0.46591722222222226,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
adjacent_family,bridge_inputs,pool_diversity_score,0.5265405938530701,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
adjacent_family,bridge_inputs,structural_regime_diversity_score,0.7718317062814282,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
boundary_contrast,pool,n_candidates,500.0,count,Number of rows in this candidate pool.,
boundary_contrast,pool,duplicate_candidate_count,0.0,count,Repeated candidate_jid rows inside this pool.,
boundary_contrast,pool,duplicate_formula_count,148.0,count,Repeated formula rows inside this pool.,
boundary_contrast,pool,missing_value_rate_required_columns,0.06249999999999999,fraction,Average missing-value rate across required/recommended Phase 3 columns.,
boundary_contrast,chemistry,same_chemical_system_rate,0.05,fraction,Fraction of candidates with the same chemical system as query (Co-Li-Mn-O).,
boundary_contrast,chemistry,same_composition_family_rate,1.0,fraction,Fraction of candidates with the same composition family as query (oxide).,
boundary_contrast,chemistry,same_material_family_rate,1.0,fraction,Fraction of candidates with the same broad material family as query (oxide).,
boundary_contrast,chemistry,same_formula_family_rate,0.034,fraction,Fraction of candidates with the same formula family as query (AB2C4D7).,
boundary_contrast,chemistry,same_prototype_family_rate,1.0,fraction,Fraction of candidates with the same prototype family as query (unknown).,
boundary_contrast,chemistry,same_structure_variant_rate,1.0,fraction,Fraction of candidates with the same structure variant as query (unknown).,
boundary_contrast,chemistry,mean_element_overlap_fraction_query,0.6325,fraction,Average fraction of query elements present in candidates.,
boundary_contrast,chemistry,composition_family_entropy,0.0,0-1,Normalised entropy of composition families. Low = concentrated family; high = diverse families.,
boundary_contrast,chemistry,material_family_entropy,0.0,0-1,Normalised entropy of broad material families. Low = concentrated family; high = diverse families.,
boundary_contrast,chemistry,formula_family_entropy,0.7965932321174173,0-1,Normalised entropy of formula families. Low = concentrated stoichiometric family; high = diverse families.,
boundary_contrast,chemistry,prototype_family_entropy,0.0,0-1,Normalised entropy of prototype families. Low = concentrated prototype context; high = diverse prototype contexts.,
boundary_contrast,chemistry,structure_variant_entropy,0.0,0-1,Normalised entropy of structure variants. Low = concentrated variant; high = variant-diverse.,
boundary_contrast,metadata,material_type_count,2.0,count,Number of distinct material_type values in pool.,
boundary_contrast,metadata,dataset_kind_count,2.0,count,Number of distinct dataset_kind values in pool.,
boundary_contrast,metadata,mean_selection_score,6.69215,score,Average Phase 2 cheap selection score for candidates in this pool.,
boundary_contrast,symmetry,same_spacegroup_rate,0.0,fraction,Fraction of candidates matching query space group (8.0).,
boundary_contrast,symmetry,same_crystal_system_rate,0.0,fraction,Fraction of candidates matching query crystal system code (2.0).,
boundary_contrast,symmetry,mean_symmetry_distance,149.898,absolute_difference,"Average absolute space-group distance from query, as supplied by Phase 2.",
boundary_contrast,symmetry,spacegroup_entropy,0.7417603450477604,0-1,Normalised entropy of space-group distribution. High values indicate diverse symmetry.,
boundary_contrast,symmetry,crystal_system_entropy,0.7636394812106999,0-1,Normalised entropy of crystal-system distribution.,
boundary_contrast,stability,mean_energy_above_hull,0.045068399999999995,eV,Average energy above hull in candidate pool. Query value is 0.0426.,
boundary_contrast,stability,stable_fraction_ehull_le_0_1,0.972,fraction,Fraction of candidates with energy_above_hull <= 0.1 eV.,
boundary_contrast,stability,zero_hull_fraction,0.23,fraction,Fraction of candidates exactly on the hull according to available metadata.,
boundary_contrast,stability,known_synthesized_rate,1.0,fraction,Fraction of candidates marked known_synthesized=True.,
boundary_contrast,stability,energy_above_hull_missing_rate,0.0,fraction,Missing-value rate for energy_above_hull.,
boundary_contrast,bridge_inputs,chemical_similarity_score,0.5608333333333333,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
boundary_contrast,bridge_inputs,family_similarity_score,0.8068,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
boundary_contrast,bridge_inputs,symmetry_similarity_score,0.0,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
boundary_contrast,bridge_inputs,structural_metadata_similarity_score,0.6666666666666666,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
boundary_contrast,bridge_inputs,query_similarity_score,0.751575,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
boundary_contrast,bridge_inputs,pool_diversity_score,0.328856151196554,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
boundary_contrast,bridge_inputs,structural_regime_diversity_score,0.3763499565646151,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
wildcard,pool,n_candidates,100.0,count,Number of rows in this candidate pool.,
wildcard,pool,duplicate_candidate_count,0.0,count,Repeated candidate_jid rows inside this pool.,
wildcard,pool,duplicate_formula_count,17.0,count,Repeated formula rows inside this pool.,
wildcard,pool,missing_value_rate_required_columns,0.0625,fraction,Average missing-value rate across required/recommended Phase 3 columns.,
wildcard,chemistry,same_chemical_system_rate,0.1,fraction,Fraction of candidates with the same chemical system as query (Co-Li-Mn-O).,
wildcard,chemistry,same_composition_family_rate,1.0,fraction,Fraction of candidates with the same composition family as query (oxide).,
wildcard,chemistry,same_material_family_rate,1.0,fraction,Fraction of candidates with the same broad material family as query (oxide).,
wildcard,chemistry,same_formula_family_rate,0.03,fraction,Fraction of candidates with the same formula family as query (AB2C4D7).,
wildcard,chemistry,same_prototype_family_rate,1.0,fraction,Fraction of candidates with the same prototype family as query (unknown).,
wildcard,chemistry,same_structure_variant_rate,1.0,fraction,Fraction of candidates with the same structure variant as query (unknown).,
wildcard,chemistry,mean_element_overlap_fraction_query,0.775,fraction,Average fraction of query elements present in candidates.,
wildcard,chemistry,composition_family_entropy,0.0,0-1,Normalised entropy of composition families. Low = concentrated family; high = diverse families.,
wildcard,chemistry,material_family_entropy,0.0,0-1,Normalised entropy of broad material families. Low = concentrated family; high = diverse families.,
wildcard,chemistry,formula_family_entropy,0.8845078620763466,0-1,Normalised entropy of formula families. Low = concentrated stoichiometric family; high = diverse families.,
wildcard,chemistry,prototype_family_entropy,0.0,0-1,Normalised entropy of prototype families. Low = concentrated prototype context; high = diverse prototype contexts.,
wildcard,chemistry,structure_variant_entropy,0.0,0-1,Normalised entropy of structure variants. Low = concentrated variant; high = variant-diverse.,
wildcard,metadata,material_type_count,1.0,count,Number of distinct material_type values in pool.,
wildcard,metadata,dataset_kind_count,1.0,count,Number of distinct dataset_kind values in pool.,
wildcard,metadata,mean_selection_score,2.8875,score,Average Phase 2 cheap selection score for candidates in this pool.,
wildcard,symmetry,same_spacegroup_rate,0.01,fraction,Fraction of candidates matching query space group (8.0).,
wildcard,symmetry,same_crystal_system_rate,0.53,fraction,Fraction of candidates matching query crystal system code (2.0).,
wildcard,symmetry,mean_symmetry_distance,13.23,absolute_difference,"Average absolute space-group distance from query, as supplied by Phase 2.",
wildcard,symmetry,spacegroup_entropy,0.8369608506159405,0-1,Normalised entropy of space-group distribution. High values indicate diverse symmetry.,
wildcard,symmetry,crystal_system_entropy,0.7623538213145041,0-1,Normalised entropy of crystal-system distribution.,
wildcard,stability,mean_energy_above_hull,0.044771,eV,Average energy above hull in candidate pool. Query value is 0.0426.,
wildcard,stability,stable_fraction_ehull_le_0_1,1.0,fraction,Fraction of candidates with energy_above_hull <= 0.1 eV.,
wildcard,stability,zero_hull_fraction,0.15,fraction,Fraction of candidates exactly on the hull according to available metadata.,
wildcard,stability,known_synthesized_rate,1.0,fraction,Fraction of candidates marked known_synthesized=True.,
wildcard,stability,energy_above_hull_missing_rate,0.0,fraction,Missing-value rate for energy_above_hull.,
wildcard,bridge_inputs,chemical_similarity_score,0.625,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
wildcard,bridge_inputs,family_similarity_score,0.806,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
wildcard,bridge_inputs,symmetry_similarity_score,0.46923333333333334,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
wildcard,bridge_inputs,structural_metadata_similarity_score,0.8230777777777778,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
wildcard,bridge_inputs,query_similarity_score,0.8135194444444445,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
wildcard,bridge_inputs,pool_diversity_score,0.3548317905723987,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
wildcard,bridge_inputs,structural_regime_diversity_score,0.3998286679826112,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
negative_control,pool,n_candidates,100.0,count,Number of rows in this candidate pool.,
negative_control,pool,duplicate_candidate_count,0.0,count,Repeated candidate_jid rows inside this pool.,
negative_control,pool,duplicate_formula_count,14.0,count,Repeated formula rows inside this pool.,
negative_control,pool,missing_value_rate_required_columns,0.06249999999999999,fraction,Average missing-value rate across required/recommended Phase 3 columns.,
negative_control,chemistry,same_chemical_system_rate,0.0,fraction,Fraction of candidates with the same chemical system as query (Co-Li-Mn-O).,
negative_control,chemistry,same_composition_family_rate,0.0,fraction,Fraction of candidates with the same composition family as query (oxide).,
negative_control,chemistry,same_material_family_rate,0.0,fraction,Fraction of candidates with the same broad material family as query (oxide).,
negative_control,chemistry,same_formula_family_rate,0.0,fraction,Fraction of candidates with the same formula family as query (AB2C4D7).,
negative_control,chemistry,same_prototype_family_rate,0.0,fraction,Fraction of candidates with the same prototype family as query (unknown).,
negative_control,chemistry,same_structure_variant_rate,0.0,fraction,Fraction of candidates with the same structure variant as query (unknown).,
negative_control,chemistry,mean_element_overlap_fraction_query,0.0,fraction,Average fraction of query elements present in candidates.,
negative_control,chemistry,composition_family_entropy,0.8620695250929957,0-1,Normalised entropy of composition families. Low = concentrated family; high = diverse families.,
negative_control,chemistry,material_family_entropy,0.8620695250929957,0-1,Normalised entropy of broad material families. Low = concentrated family; high = diverse families.,
negative_control,chemistry,formula_family_entropy,0.7236478639823691,0-1,Normalised entropy of formula families. Low = concentrated stoichiometric family; high = diverse families.,
negative_control,chemistry,prototype_family_entropy,0.9765004687578241,0-1,Normalised entropy of prototype families. Low = concentrated prototype context; high = diverse prototype contexts.,
negative_control,chemistry,structure_variant_entropy,0.9765004687578241,0-1,Normalised entropy of structure variants. Low = concentrated variant; high = variant-diverse.,
negative_control,metadata,material_type_count,2.0,count,Number of distinct material_type values in pool.,
negative_control,metadata,dataset_kind_count,2.0,count,Number of distinct dataset_kind values in pool.,
negative_control,metadata,mean_selection_score,7.75,score,Average Phase 2 cheap selection score for candidates in this pool.,
negative_control,symmetry,same_spacegroup_rate,0.0,fraction,Fraction of candidates matching query space group (8.0).,
negative_control,symmetry,same_crystal_system_rate,0.18,fraction,Fraction of candidates matching query crystal system code (2.0).,
negative_control,symmetry,mean_symmetry_distance,112.91,absolute_difference,"Average absolute space-group distance from query, as supplied by Phase 2.",
negative_control,symmetry,spacegroup_entropy,0.8337869290155898,0-1,Normalised entropy of space-group distribution. High values indicate diverse symmetry.,
negative_control,symmetry,crystal_system_entropy,0.8926490590179864,0-1,Normalised entropy of crystal-system distribution.,
negative_control,stability,mean_energy_above_hull,0.029787000000000004,eV,Average energy above hull in candidate pool. Query value is 0.0426.,
negative_control,stability,stable_fraction_ehull_le_0_1,0.95,fraction,Fraction of candidates with energy_above_hull <= 0.1 eV.,
negative_control,stability,zero_hull_fraction,0.46,fraction,Fraction of candidates exactly on the hull according to available metadata.,
negative_control,stability,known_synthesized_rate,1.0,fraction,Fraction of candidates marked known_synthesized=True.,
negative_control,stability,energy_above_hull_missing_rate,0.0,fraction,Missing-value rate for energy_above_hull.,
negative_control,bridge_inputs,chemical_similarity_score,0.0,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
negative_control,bridge_inputs,family_similarity_score,0.0,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
negative_control,bridge_inputs,symmetry_similarity_score,0.06,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
negative_control,bridge_inputs,structural_metadata_similarity_score,0.02,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
negative_control,bridge_inputs,query_similarity_score,0.2425,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
negative_control,bridge_inputs,pool_diversity_score,0.8753176913882265,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
negative_control,bridge_inputs,structural_regime_diversity_score,0.9198592313873062,0-1,Derived cheap pool-level input for bridge-specific evidence and downstream role priors.,
